feature,text,clase,tweet_id,origin,clean_tokens,word_count,token_count
"revisa la historia, nena. Corrés el riesgo de parecer idiota por desinformada.","revisa la historia, nena. corrés el riesgo de parecer idiota por desinformada",violent,,rnn,"[revisa, la, historia, nena, corrés, el, riesgo, de, parecer, idiota, por, desinformada]",12,12
Las mujeres encuentran que ese poder que tengo es tan excitante como mi dinero.,las mujeres encuentran que ese poder que tengo es tan excitante como mi dinero,violent,,rnn,"[las, mujeres, encuentran, que, ese, poder, que, tengo, es, tan, excitante, como, mi, dinero]",14,14
"no megustan las mujeres cerdas gordas, perras, patanes y animales asquerosas.","no megustan las mujeres cerdas gordas, perras, patanes y animales asquerosas",violent,,rnn,"[no, las, mujeres, cerdas, gordas, perras, patanes, y, animales, asquerosas]",11,10
¿Un ángel? ¡Bah! Es una mujer y todas son como el veneno tiene muchos remilgos.,¿un ángel? ¡bah! es una mujer y todas son como el veneno tiene muchos remilgos,violent,,rnn,"[un, ángel, bah, es, una, mujer, y, todas, son, como, el, veneno, tiene, muchos, remilgos]",15,15
cai uno de cada tres divorcios se debe al sindrome premenstrual de las mujeres.,cai uno de cada tres divorcios se debe al sindrome premenstrual de las mujeres,violent,,rnn,"[cai, de, cada, divorcios, se, debe, al, sindrome, premenstrual, de, las, mujeres]",14,12
"Esos juguetes son para niños, tú debes ir a buscar los que son para las niñas .","esos juguetes son para niños, tú debes ir a buscar los que son para las niñas",violent,,rnn,"[esos, juguetes, son, para, niños, tú, debes, ir, a, buscar, los, que, son, para, las, niñas]",16,16
Hay veces que las seis de la mañana una mujer sola tiene que cuidar un poco dónde va.,hay veces que las seis de la mañana una mujer sola tiene que cuidar un poco dónde va,violent,,rnn,"[hay, veces, que, las, de, la, mañana, una, mujer, sola, tiene, que, cuidar, un, poco, dónde, va]",18,17
"La mujer es, reconozcámoslo, un animal inepto y estúpido, aunque agradable y gracioso .","la mujer es, reconozcámoslo, un animal inepto y estúpido, aunque agradable y gracioso",violent,,rnn,"[la, mujer, es, reconozcámoslo, un, animal, inepto, y, estúpido, aunque, agradable, y, gracioso]",13,13
Halloween es la única noche del año en la que las chicas se pueden vestir como zorras.,halloween es la única noche del año en la que las chicas se pueden vestir como zorras,violent,,rnn,"[halloween, es, la, única, noche, del, año, en, la, que, las, chicas, se, pueden, vestir, como, zorras]",17,17
"Si vas a practicar tu ballet que sea en tu cuarto, no quiero que tus hermanos te vean .","si vas a practicar tu ballet que sea en tu cuarto, no quiero que tus hermanos te vean",violent,,rnn,"[si, vas, a, practicar, tu, ballet, que, sea, en, tu, no, quiero, que, tus, hermanos, te, vean]",18,17
Las mujeres sólo tienen una labor en el deporte: coronar a los campeones con guirnalda.,las mujeres sólo tienen una labor en el deporte: coronar a los campeones con guirnalda,violent,,rnn,"[las, mujeres, sólo, tienen, una, labor, en, el, deporte, coronar, a, los, campeones, con, guirnalda]",15,15
LOS MICROMACHISMOS SON UNA TONTERÍA. HAY COSAS MÁS IMPORTANTES POR LAS QUE PREOCUPARSE.,los micromachismos son una tontería. hay cosas más importantes por las que preocuparse,violent,,rnn,"[los, micromachismos, son, una, tontería, hay, cosas, más, importantes, por, las, que, preocuparse]",13,13
Siempre he creído que la bondad de las mujeres es todavía más efímera que su hermosura.,siempre he creído que la bondad de las mujeres es todavía más efímera que su hermosura,violent,,rnn,"[siempre, he, creído, que, la, bondad, de, las, mujeres, es, todavía, más, efímera, que, su, hermosura]",16,16
"Ella también tiene que respetarse, se viste así y luego se quejan cuando les pasa algo .","ella también tiene que respetarse, se viste así y luego se quejan cuando les pasa algo",violent,,rnn,"[ella, también, tiene, que, respetarse, se, viste, así, y, luego, se, quejan, cuando, les, pasa, algo]",16,16
"Que no viva bajo mi techo la que sepa más que yo, y más de lo que conviene a una mujer .","que no viva bajo mi techo la que sepa más que yo, y más de lo que conviene a una mujer",violent,,rnn,"[que, no, viva, bajo, mi, techo, la, que, sepa, más, que, yo, y, más, de, lo, que, conviene, a, una, mujer]",21,21
"Sí, claro, de repente todas se han sentido acosadas. ¿Por qué no lo dijeron en su día?","sí, claro, de repente todas se han sentido acosadas. ¿por qué no lo dijeron en su día?",violent,,rnn,"[sí, claro, de, repente, todas, se, han, sentido, acosadas, por, qué, no, lo, dijeron, en, su, día]",17,17
En la cama una mujer puede ser maravillosa. En una cancha de fútbol me parece horrenda.,en la cama una mujer puede ser maravillosa. en una cancha de fútbol me parece horrenda,violent,,rnn,"[en, la, cama, una, mujer, puede, ser, maravillosa, en, una, cancha, de, fútbol, me, parece, horrenda]",16,16
"Homosexuales que se cree viejas. No a todo, incluyendo venir a mi casa a hacer el aseo .","homosexuales que se cree viejas. no a todo, incluyendo venir a mi casa a hacer el aseo",violent,,rnn,"[homosexuales, que, se, cree, viejas, no, a, todo, incluyendo, venir, a, mi, casa, a, hacer, el, aseo]",17,17
"Y si me dejan vivir en su casa les serviré de mucho. Sé lavar, coser, barrer y cocinar .","y si me dejan vivir en su casa les serviré de mucho. sé lavar, coser, barrer y cocinar",violent,,rnn,"[y, si, me, dejan, vivir, en, su, casa, les, serviré, de, mucho, sé, lavar, coser, barrer, y, cocinar]",18,18
"Las mujeres tienen que depilarse bien las piernas,axilas, la parte del bikini y bigote .","las mujeres tienen que depilarse bien las piernas,axilas, la parte del bikini y bigote",violent,,rnn,"[las, mujeres, tienen, que, depilarse, bien, las, piernas, axilas, la, parte, del, bikini, y, bigote]",14,15
"Hoy es un día soleado, es el día perfecto para que ustedes las mujeres laven la ropa .","hoy es un día soleado, es el día perfecto para que ustedes las mujeres laven la ropa",violent,,rnn,"[hoy, es, un, día, soleado, es, el, día, perfecto, para, que, ustedes, las, mujeres, laven, la, ropa]",17,17
e llas se dedican a cuidar de la casa y su educación no es considerada tan importante.,e llas se dedican a cuidar de la casa y su educación no es considerada tan importante,violent,,rnn,"[e, llas, se, dedican, a, cuidar, de, la, casa, y, su, educación, no, es, considerada, tan, importante]",17,17
"la mujer es la responsable de cuidar a los hijos, de ir al mercado, de hacer la comida .","la mujer es la responsable de cuidar a los hijos, de ir al mercado, de hacer la comida",violent,,rnn,"[la, mujer, es, la, responsable, de, cuidar, a, los, hijos, de, ir, al, mercado, de, hacer, la, comida]",18,18
"Si Hillary no puede satisfacer a su esposo, ¿cómo pretende satisfacer a Estados Unidos?","si hillary no puede satisfacer a su esposo, ¿cómo pretende satisfacer a estados unidos?",violent,,rnn,"[si, hillary, no, puede, satisfacer, a, su, esposo, cómo, pretende, satisfacer, a, estados, unidos]",14,14
Os ponéis tan quisquillosas que está volviendo más fuerte el machismo por culpa vuestra.,os ponéis tan quisquillosas que está volviendo más fuerte el machismo por culpa vuestra,violent,,rnn,"[os, ponéis, tan, quisquillosas, que, está, volviendo, más, fuerte, el, machismo, por, culpa, vuestra]",14,14
"Todo en la mujer es un enigma, y todo en la mujer tiene una solución: se llama embarazo .","todo en la mujer es un enigma, y todo en la mujer tiene una solución: se llama embarazo",violent,,rnn,"[todo, en, la, mujer, es, un, enigma, y, todo, en, la, mujer, tiene, una, solución, se, llama, embarazo]",18,18
niega el tratamiento hospitalario a las mujeres sin el permiso de un pariente masculino.,niega el tratamiento hospitalario a las mujeres sin el permiso de un pariente masculino,violent,,rnn,"[niega, el, tratamiento, hospitalario, a, las, mujeres, sin, el, permiso, de, un, pariente, masculino]",14,14
hay que disparar en la vagina a las mujeres integrantes de un grupo terrorista del país.,hay que disparar en la vagina a las mujeres integrantes de un grupo terrorista del país,violent,,rnn,"[hay, que, disparar, en, la, vagina, a, las, mujeres, integrantes, de, un, grupo, terrorista, del, país]",16,16
"Ven gata, quiero darte por detrás y por delante subirte a la cima y las nalgas guayarte .","ven gata, quiero darte por detrás y por delante subirte a la cima y las nalgas guayarte",violent,,rnn,"[ven, gata, quiero, darte, por, detrás, y, por, delante, subirte, a, la, cima, y, las, nalgas]",17,16
"las mujeres pueden provocar la desgracia de cualquier hombre, por ?santo varón? que sea .","las mujeres pueden provocar la desgracia de cualquier hombre, por ?santo varón? que sea",violent,,rnn,"[las, mujeres, pueden, provocar, la, desgracia, de, cualquier, hombre, por, santo, varón, que, sea]",14,14
ninguna mujer jamás ha producido ningún gran arte o ningún trabajo de valor trascendente.,ninguna mujer jamás ha producido ningún gran arte o ningún trabajo de valor trascendente,violent,,rnn,"[ninguna, mujer, jamás, ha, producido, ningún, gran, arte, o, ningún, trabajo, de, valor, trascendente]",14,14
Ahora mismo las chicas se dividen entre las que saben perrear y las que no saben perrear.,ahora mismo las chicas se dividen entre las que saben perrear y las que no saben perrear,violent,,rnn,"[ahora, mismo, las, chicas, se, dividen, entre, las, que, saben, perrear, y, las, que, no, saben, perrear]",17,17
"Hay mujeres que quieren tanto a sus maridos que, para no usarlos, toman el de sus amigas .","hay mujeres que quieren tanto a sus maridos que, para no usarlos, toman el de sus amigas",violent,,rnn,"[hay, mujeres, que, quieren, tanto, a, sus, maridos, que, para, no, usarlos, toman, el, de, sus, amigas]",17,17
"el líder pertenece a un tipo de hombre que ?se hace a si mismo? , sin venir de una mujer .","el líder pertenece a un tipo de hombre que ?se hace a si mismo? , sin venir de una mujer",violent,,rnn,"[el, líder, pertenece, a, un, tipo, de, hombre, que, se, hace, a, si, mismo, sin, venir, de, una, mujer]",20,19
El truco está en escucharlas como psicólogo y follártelas como si te estuviesen pagando.,el truco está en escucharlas como psicólogo y follártelas como si te estuviesen pagando,violent,,rnn,"[el, truco, está, en, escucharlas, como, psicólogo, y, como, si, te, estuviesen, pagando]",14,13
"No tienes potencial de ser líder, olvídate. eres una mandona y las mandonas no se casan .","no tienes potencial de ser líder, olvídate. eres una mandona y las mandonas no se casan",violent,,rnn,"[no, tienes, potencial, de, ser, líder, olvídate, eres, una, mandona, y, las, no, se, casan]",16,15
"Si tienes sexo con otras personas, yo me voy a dar cuenta, porque eso se te hace grande .","si tienes sexo con otras personas, yo me voy a dar cuenta, porque eso se te hace grande",violent,,rnn,"[si, tienes, sexo, con, otras, personas, yo, me, voy, a, dar, cuenta, porque, eso, se, te, hace, grande]",18,18
La mujer no podía desear al hombre porque su dueño la podía matar para conservar lo suyo.,la mujer no podía desear al hombre porque su dueño la podía matar para conservar lo suyo,violent,,rnn,"[la, mujer, no, podía, desear, al, hombre, porque, su, dueño, la, podía, matar, para, conservar, lo, suyo]",17,17
"la mujer es reconocida como un ser subordinado y débil, de igual manera pasa en el hogar .","la mujer es reconocida como un ser subordinado y débil, de igual manera pasa en el hogar",violent,,rnn,"[la, mujer, es, reconocida, como, un, ser, subordinado, y, débil, de, igual, manera, pasa, en, el, hogar]",17,17
"No soy machista, pero no puedo votar por el líder del mundo libre para que sea una mujer .","no soy machista, pero no puedo votar por el líder del mundo libre para que sea una mujer",violent,,rnn,"[no, soy, machista, pero, no, puedo, votar, por, el, líder, del, mundo, libre, para, que, sea, una, mujer]",18,18
"No suelo hablar con la prensa catalana, pero contigo hago una excepción porque eres guapa .","no suelo hablar con la prensa catalana, pero contigo hago una excepción porque eres guapa",violent,,rnn,"[no, suelo, hablar, con, la, prensa, catalana, pero, contigo, hago, una, excepción, porque, eres, guapa]",15,15
"por lo visto además de ser manipuladoras, las mujeres son un peligro en el ámbito laboral .","por lo visto además de ser manipuladoras, las mujeres son un peligro en el ámbito laboral",violent,,rnn,"[por, lo, visto, además, de, ser, manipuladoras, las, mujeres, son, un, peligro, en, el, ámbito, laboral]",16,16
Las mujeres independientes y de mente abierta o buenas profesionales  parecen prostitutas.,las mujeres independientes y de mente abierta o buenas profesionales parecen prostitutas,violent,,rnn,"[las, mujeres, independientes, y, de, mente, abierta, o, buenas, profesionales, parecen, prostitutas]",12,12
Las mujeres circulan como mercancías por la sociedad como la sangre lo hace por las venas.,las mujeres circulan como mercancías por la sociedad como la sangre lo hace por las venas,violent,,rnn,"[las, mujeres, circulan, como, mercancías, por, la, sociedad, como, la, sangre, lo, hace, por, las, venas]",16,16
Ser mujer y nacer en mi comunidad significa tener que estar callada la mayoría del tiempo.,ser mujer y nacer en mi comunidad significa tener que estar callada la mayoría del tiempo,violent,,rnn,"[ser, mujer, y, nacer, en, mi, comunidad, significa, tener, que, estar, callada, la, mayoría, del, tiempo]",16,16
¿En que se parecen una chiva y un semaforo? En que pasada la medianoche nadie las respeta.,¿en que se parecen una chiva y un semaforo? en que pasada la medianoche nadie las respeta,violent,,rnn,"[en, que, se, parecen, una, chiva, y, un, semaforo, en, que, pasada, la, medianoche, nadie, las, respeta]",17,17
"Usa brasier que no tienes que estar enseñando esas cosas,luego los muchachos te van a ver .","usa brasier que no tienes que estar enseñando esas cosas,luego los muchachos te van a ver",violent,,rnn,"[usa, brasier, que, no, tienes, que, estar, enseñando, esas, cosas, luego, los, muchachos, te, van, a, ver]",16,17
Las mujeres hemos nacido para cuidar hijos/as y los hombres para trabajar fuera del hogar.,las mujeres hemos nacido para cuidar hijos/as y los hombres para trabajar fuera del hogar,violent,,rnn,"[las, mujeres, hemos, nacido, para, cuidar, hijos, as, y, los, hombres, para, trabajar, fuera, del, hogar]",15,16
"Esa es una calienta****** Mientras los hombres nos conquistan, las mujeres les calientan.","esa es una calienta****** mientras los hombres nos conquistan, las mujeres les calientan",violent,,rnn,"[esa, es, una, calienta, mientras, los, hombres, nos, conquistan, las, mujeres, les, calientan]",13,13
"las mujeres por naturaleza deben obedecer ya que son infantiles, frívolas y de poca visión .","las mujeres por naturaleza deben obedecer ya que son infantiles, frívolas y de poca visión",violent,,rnn,"[las, mujeres, por, naturaleza, deben, obedecer, ya, que, son, infantiles, frívolas, y, de, poca, visión]",15,15
Debéis retrasar lo más que os sea posible el momento en que vuestra mujer os pida un libro.,debéis retrasar lo más que os sea posible el momento en que vuestra mujer os pida un libro,violent,,rnn,"[debéis, retrasar, lo, más, que, os, sea, posible, el, momento, en, que, vuestra, mujer, os, pida, un, libro]",18,18
eres una hija de la gran puta voy a ir a tu casa a violarte y a subir el video a tus redes.,eres una hija de la gran puta voy a ir a tu casa a violarte y a subir el video a tus redes,violent,,rnn,"[eres, una, hija, de, la, gran, puta, voy, a, ir, a, tu, casa, a, violarte, y, a, subir, el, video, a, tus, redes]",23,23
Hablando de madres: ¿es verdad que la tuya es tan gorda que tiene su propio código postal.,hablando de madres: ¿es verdad que la tuya es tan gorda que tiene su propio código postal,violent,,rnn,"[hablando, de, madres, es, verdad, que, la, tuya, es, tan, gorda, que, tiene, su, propio, código, postal]",17,17
"una mujer sólo puede ser una virgen (es decir, una mujer pura y maternal) o una prostituta .","una mujer sólo puede ser una virgen (es decir, una mujer pura y maternal) o una prostituta",violent,,rnn,"[una, mujer, sólo, puede, ser, una, virgen, es, decir, una, mujer, pura, y, maternal, o, una, prostituta]",17,17
la esposa ?el derecho y la obligación? especial de cuidar de los hijos menores y del hogar.,la esposa ?el derecho y la obligación? especial de cuidar de los hijos menores y del hogar,violent,,rnn,"[la, esposa, el, derecho, y, la, obligación, especial, de, cuidar, de, los, hijos, menores, y, del, hogar]",17,17
Los padres desesperados por tener un hijo varón pueden matar a sus bebés del sexo femenino.,los padres desesperados por tener un hijo varón pueden matar a sus bebés del sexo femenino,violent,,rnn,"[los, padres, desesperados, por, tener, un, hijo, varón, pueden, matar, a, sus, bebés, del, sexo, femenino]",16,16
"Las mujeres tienen hombros estrechos y caderas anchas, para tener hijos y quedarse en casa .","las mujeres tienen hombros estrechos y caderas anchas, para tener hijos y quedarse en casa",violent,,rnn,"[las, mujeres, tienen, hombros, estrechos, y, caderas, anchas, para, tener, hijos, y, quedarse, en, casa]",15,15
"pocas somos las que podemos ir a la escuela, y las que van sólo llegan hasta la secundaria .","pocas somos las que podemos ir a la escuela, y las que van sólo llegan hasta la secundaria",violent,,rnn,"[pocas, somos, las, que, podemos, ir, a, la, escuela, y, las, que, van, sólo, llegan, hasta, la, secundaria]",18,18
la mujer es la esclavitud primitiva y las costumbres bárbaras del género humano en su cuna.,la mujer es la esclavitud primitiva y las costumbres bárbaras del género humano en su cuna,violent,,rnn,"[la, mujer, es, la, esclavitud, primitiva, y, las, costumbres, bárbaras, del, género, humano, en, su, cuna]",16,16
¿La cualidad que prefiero en un hombre? La responsabilidad. ¿Y en una mujer? Que sea mujer.,¿la cualidad que prefiero en un hombre? la responsabilidad. ¿y en una mujer? que sea mujer,violent,,rnn,"[la, cualidad, que, prefiero, en, un, hombre, la, responsabilidad, y, en, una, mujer, que, sea, mujer]",16,16
¿Delfina es nombre propio? ¿O así le dicen por cómo la trata quien la nombró y es su jefe.,¿delfina es nombre propio? ¿o así le dicen por cómo la trata quien la nombró y es su jefe,violent,,rnn,"[delfina, es, nombre, propio, o, así, le, dicen, por, cómo, la, trata, quien, la, nombró, y, es, su, jefe]",19,19
"Nena, voy a acorralarte esta noche. Voy a cazarte, a comerte viva, como animales, animales .","nena, voy a acorralarte esta noche. voy a cazarte, a comerte viva, como animales, animales",violent,,rnn,"[nena, voy, a, esta, noche, voy, a, a, comerte, viva, como, animales, animales]",15,13
"¡Aaaah, pero te gusta estar yendo al gimnasio a ponerte bien buena! ¿Ves lo que ocasionas?","¡aaaah, pero te gusta estar yendo al gimnasio a ponerte bien buena! ¿ves lo que ocasionas?",violent,,rnn,"[aaaah, pero, te, gusta, estar, yendo, al, gimnasio, a, ponerte, bien, buena, ves, lo, que, ocasionas]",16,16
"Un hombre tiene que ser un señor en la calle, un caballero en la mesa y un puto en la cama .","un hombre tiene que ser un señor en la calle, un caballero en la mesa y un puto en la cama",violent,,rnn,"[un, hombre, tiene, que, ser, un, señor, en, la, calle, un, caballero, en, la, mesa, y, un, puto, en, la, cama]",21,21
Odio a la mujer docta. Ojalá no entre a mi casa una mujer que sepa más de lo que debe saber.,odio a la mujer docta. ojalá no entre a mi casa una mujer que sepa más de lo que debe saber,violent,,rnn,"[odio, a, la, mujer, docta, ojalá, no, entre, a, mi, casa, una, mujer, que, sepa, más, de, lo, que, debe, saber]",21,21
"las mujeres eran hombres incompletos, por lo que siempre debían estar bajo su subordinación .","las mujeres eran hombres incompletos, por lo que siempre debían estar bajo su subordinación",violent,,rnn,"[las, mujeres, eran, hombres, incompletos, por, lo, que, siempre, debían, estar, bajo, su, subordinación]",14,14
La mujer adora al hombre igual que el creyente adora a Dios; pidiéndole todos los días algo.,la mujer adora al hombre igual que el creyente adora a dios; pidiéndole todos los días algo,violent,,rnn,"[la, mujer, adora, al, hombre, igual, que, el, creyente, adora, a, dios, pidiéndole, todos, los, días, algo]",17,17
"¿Quién te lava la ropa, quién te la plancha, quién hace de comer, quién te friega el suelo?","¿quién te lava la ropa, quién te la plancha, quién hace de comer, quién te friega el suelo?",violent,,rnn,"[quién, te, lava, la, ropa, quién, te, la, plancha, quién, hace, de, comer, quién, te, friega, el, suelo]",18,18
"Si uno vende a su hija como esclava, esta no quedará en libertad como los esclavos varones.","si uno vende a su hija como esclava, esta no quedará en libertad como los esclavos varones",violent,,rnn,"[si, vende, a, su, hija, como, esclava, esta, no, quedará, en, libertad, como, los, esclavos, varones]",17,16
"Bueno, ella se encarga de la limpieza, pero cuando hay que arreglar algo siempre lo hago yo .","bueno, ella se encarga de la limpieza, pero cuando hay que arreglar algo siempre lo hago yo",violent,,rnn,"[bueno, ella, se, encarga, de, la, limpieza, pero, cuando, hay, que, arreglar, algo, siempre, lo, hago, yo]",17,17
"Una escultural señorita alegre y loca, que cuando las tripas le tocan ríe con alegres notas .","una escultural señorita alegre y loca, que cuando las tripas le tocan ríe con alegres notas",violent,,rnn,"[una, escultural, señorita, alegre, y, loca, que, cuando, las, tripas, le, tocan, ríe, con, alegres, notas]",16,16
sostenía que la mujer existe como una deformidad de la naturaleza o como hombres imperfectos.,sostenía que la mujer existe como una deformidad de la naturaleza o como hombres imperfectos,violent,,rnn,"[sostenía, que, la, mujer, existe, como, una, deformidad, de, la, naturaleza, o, como, hombres, imperfectos]",15,15
que ninguna mujer jamás ha producido ningún gran arte o ningún trabajo de valor trascendente.,que ninguna mujer jamás ha producido ningún gran arte o ningún trabajo de valor trascendente,violent,,rnn,"[que, ninguna, mujer, jamás, ha, producido, ningún, gran, arte, o, ningún, trabajo, de, valor, trascendente]",15,15
 eres la que convenció a aquél a quien el diablo no fue suficientemente valiente para atacar.,eres la que convenció a aquél a quien el diablo no fue suficientemente valiente para atacar,violent,,rnn,"[eres, la, que, convenció, a, aquél, a, quien, el, diablo, no, fue, suficientemente, valiente, para, atacar]",16,16
"Cada tanto dar una paliza a la mujer es algo saludable. Si no sabes por qué, ella sí lo sabe .","cada tanto dar una paliza a la mujer es algo saludable. si no sabes por qué, ella sí lo sabe",violent,,rnn,"[cada, tanto, dar, una, paliza, a, la, mujer, es, algo, saludable, si, no, sabes, por, qué, ella, sí, lo, sabe]",20,20
"date a respetar, ya tienes un hijo y buscas una relación seria, mejor ponte a cuidar al niño .","date a respetar, ya tienes un hijo y buscas una relación seria, mejor ponte a cuidar al niño",violent,,rnn,"[date, a, respetar, ya, tienes, un, hijo, y, buscas, una, relación, seria, mejor, ponte, a, cuidar, al, niño]",18,18
"Si no te das a respetar, se van a aburrir de ti y ningún hombre te va querer para algo serio .","si no te das a respetar, se van a aburrir de ti y ningún hombre te va querer para algo serio",violent,,rnn,"[si, no, te, das, a, respetar, se, van, a, aburrir, de, ti, y, ningún, hombre, te, va, querer, para, algo, serio]",21,21
nosotras no podemos hacer nada más que interpretar mejor o peor lo que los hombres han hecho.,nosotras no podemos hacer nada más que interpretar mejor o peor lo que los hombres han hecho,violent,,rnn,"[nosotras, no, podemos, hacer, nada, más, que, interpretar, mejor, o, peor, lo, que, los, hombres, han, hecho]",17,17
a esposa se sujeta o se somete a su esposo como una respuesta natural a un liderazgo amoroso.,a esposa se sujeta o se somete a su esposo como una respuesta natural a un liderazgo amoroso,violent,,rnn,"[a, esposa, se, sujeta, o, se, somete, a, su, esposo, como, una, respuesta, natural, a, un, liderazgo, amoroso]",18,18
"puedes tener las mejores tetas de este mundo, pero si no tienes culo ni piernas estas jodida .","puedes tener las mejores tetas de este mundo, pero si no tienes culo ni piernas estas jodida",violent,,rnn,"[puedes, tener, las, mejores, tetas, de, este, mundo, pero, si, no, tienes, culo, ni, piernas, estas, jodida]",17,17
"¿Sí, yo hago la comida. Sí, yo me ocupo de la limpieza. Sí, tú eres el jefe y te respeto .","¿sí, yo hago la comida. sí, yo me ocupo de la limpieza. sí, tú eres el jefe y te respeto",violent,,rnn,"[sí, yo, hago, la, comida, sí, yo, me, ocupo, de, la, limpieza, sí, tú, eres, el, jefe, y, te, respeto]",20,20
"No empieces con eso, es problema de la mujer si tiene que elegir entre su carrera y sus hijos .","no empieces con eso, es problema de la mujer si tiene que elegir entre su carrera y sus hijos",violent,,rnn,"[no, empieces, con, eso, es, problema, de, la, mujer, si, tiene, que, elegir, entre, su, carrera, y, sus, hijos]",19,19
"Tú eres bien puta. Es lo que ella busca, se disfraza y me ejecuta cuando se convierte en puta .","tú eres bien puta. es lo que ella busca, se disfraza y me ejecuta cuando se convierte en puta",violent,,rnn,"[tú, eres, bien, puta, es, lo, que, ella, busca, se, disfraza, y, me, ejecuta, cuando, se, convierte, en, puta]",19,19
es la mujer la que acepta porque prefiere dar un golpe rapido y quedarse con lo que le ofrece.,es la mujer la que acepta porque prefiere dar un golpe rapido y quedarse con lo que le ofrece,violent,,rnn,"[es, la, mujer, la, que, acepta, porque, prefiere, dar, un, golpe, rapido, y, quedarse, con, lo, que, le, ofrece]",19,19
Lo que te hace falta es tener un hombre para que andes de buenas ya que sino nadie te aguanta.,lo que te hace falta es tener un hombre para que andes de buenas ya que sino nadie te aguanta,violent,,rnn,"[lo, que, te, hace, falta, es, tener, un, hombre, para, que, andes, de, buenas, ya, que, sino, nadie, te, aguanta]",20,20
"Oye niña, vaya vestido bonito que llevas, ¿no?, Vente para acá para el portal y me lo enseñas .","oye niña, vaya vestido bonito que llevas, ¿no?, vente para acá para el portal y me lo enseñas",violent,,rnn,"[oye, niña, vaya, vestido, bonito, que, llevas, no, vente, para, acá, para, el, portal, y, me, lo, enseñas]",18,18
"Ya sea en la calle, ya sea en las plazas, por todas partes anda buscando aventuras esa mujer ","ya sea en la calle, ya sea en las plazas, por todas partes anda buscando aventuras esa mujer",violent,,rnn,"[ya, sea, en, la, calle, ya, sea, en, las, plazas, por, todas, partes, anda, buscando, aventuras, esa, mujer]",18,18
He visto a las mujeres manipular a un hombre sólo moviendo sus ojos? u otra parte de su cuerpo.,he visto a las mujeres manipular a un hombre sólo moviendo sus ojos? u otra parte de su cuerpo,violent,,rnn,"[he, visto, a, las, mujeres, manipular, a, un, hombre, sólo, moviendo, sus, ojos, u, otra, parte, de, su, cuerpo]",19,19
"Cuando eres una estrella, las mujeres te dejan hacerles cualquier cosa. Agarrarlas, lo que sea .","cuando eres una estrella, las mujeres te dejan hacerles cualquier cosa. agarrarlas, lo que sea",violent,,rnn,"[cuando, eres, una, estrella, las, mujeres, te, dejan, hacerles, cualquier, cosa, agarrarlas, lo, que, sea]",15,15
He comentado a un amigo que se quedaba al cuidado de sus hijos : ?Hoy te han dejado de niñera.,he comentado a un amigo que se quedaba al cuidado de sus hijos : ?hoy te han dejado de niñera,violent,,rnn,"[he, comentado, a, un, amigo, que, se, quedaba, al, cuidado, de, sus, hijos, hoy, te, han, dejado, de, niñera]",20,19
"no me importa si una chica es la mejor violinista del mundo, lo que quiero saber es como se ve .","no me importa si una chica es la mejor violinista del mundo, lo que quiero saber es como se ve",violent,,rnn,"[no, me, importa, si, una, chica, es, la, mejor, violinista, del, mundo, lo, que, quiero, saber, es, como, se, ve]",20,20
Y estás bajo mi control / Sólo yo puedo tocarte / Y puedo ahogarte / En el vértigo del sadismo.,y estás bajo mi control / sólo yo puedo tocarte / y puedo ahogarte / en el vértigo del sadismo,violent,,rnn,"[y, estás, bajo, mi, control, sólo, yo, puedo, tocarte, y, puedo, ahogarte, en, el, vértigo, del, sadismo]",20,17
Las mujeres somos desagradables cuando nos amargamos sin importar la causa de nuestra amargura.,las mujeres somos desagradables cuando nos amargamos sin importar la causa de nuestra amargura,violent,,rnn,"[las, mujeres, somos, desagradables, cuando, nos, sin, importar, la, causa, de, nuestra, amargura]",14,13
para qué quieres estudiar en una universidad tan cara si al final te vas a casar y tener hijos.,para qué quieres estudiar en una universidad tan cara si al final te vas a casar y tener hijos,violent,,rnn,"[para, qué, quieres, estudiar, en, una, universidad, tan, cara, si, al, final, te, vas, a, casar, y, tener, hijos]",19,19
la mujer se subordinara al hombre y se dedicase a su cuidado y a la crianza de su descendencia.,la mujer se subordinara al hombre y se dedicase a su cuidado y a la crianza de su descendencia,violent,,rnn,"[la, mujer, se, al, hombre, y, se, dedicase, a, su, cuidado, y, a, la, crianza, de, su, descendencia]",19,18
"El regadío hay que utilizarlo como a las mujeres, con mucho cuidado, que le pueden perder a uno .","el regadío hay que utilizarlo como a las mujeres, con mucho cuidado, que le pueden perder a uno",violent,,rnn,"[el, regadío, hay, que, utilizarlo, como, a, las, mujeres, con, mucho, cuidado, que, le, pueden, perder, a]",18,17
"sexo débil a aquellas de talla menor, raza de hombros estrechos, caderas anchas y piernas corta .","sexo débil a aquellas de talla menor, raza de hombros estrechos, caderas anchas y piernas corta",violent,,rnn,"[sexo, débil, a, aquellas, de, talla, menor, raza, de, hombros, estrechos, caderas, anchas, y, piernas, corta]",16,16
las mujeres no pueden tener propiedades o hacer uso de su dinero o de sus derechos patrimoniale.,las mujeres no pueden tener propiedades o hacer uso de su dinero o de sus derechos patrimoniale,violent,,rnn,"[las, mujeres, no, pueden, tener, propiedades, o, hacer, uso, de, su, dinero, o, de, sus, derechos]",17,16
